country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery
Germany,tad slender frame many 2015s singlevineyard kabinetts delicate riesling offer zesty punch sweettart tangerine quince flavor irresistibly thirst quench finish salty tang mineral lime ,Bernkasteler Badstube  Kabinett,90,18.0,Mosel,,,Anna Lee C. Iijima,,Dr. Heidemanns-Bergweiler 2015 Bernkasteler Badstube  Kabinett Riesling (Mosel),Riesling,Dr. Heidemanns-Bergweiler
France,wellbalanced nonvintage champagne major producer aube region dominate pinot noir give rich character structure red apple ripe melon flavor mean everything place make wine deliciously ready drink ,Carte d'Or Brut,90,49.0,Champagne,Champagne,,Roger Voss,@vossroger,Drappier NV Carte d'Or Brut  (Champagne),Champagne Blend,Drappier
France,bonedry wine make use pinot noir skin give salmonpink color dry tightly crisp compare brut nature cuvée also make pinot noir ripe red fruit give fruity character balance dryness like many really dry champagnes need age soften intensity acidity drink bottle 2017 ,Rosé Brut Nature,90,60.0,Champagne,Champagne,,Roger Voss,@vossroger,Drappier NV Rosé Brut Nature Pinot Noir (Champagne),Pinot Noir,Drappier
US,deep concentrate fullbodied wine noticeably dark color big aromatics like cedar black cherries tobacco mouthfilling flavor combine savory peppery elements ripe fruit rich enough coat mouth linger finish ,Private Reserve Estate Grown,90,31.0,California,Livermore Valley,Central Coast,Jim Gordon,@gordone_cellars,Eagle Ridge 2012 Private Reserve Estate Grown Cabernet Sauvignon (Livermore Valley),Cabernet Sauvignon,Eagle Ridge
US,agreeable satisfy blend ripe fruit firm texture make fullbodied wine winner enough concentration drench palate blackberry linger finish cinnamon accent ,Greenville Summit,90,48.0,California,Livermore Valley,Central Coast,Jim Gordon,@gordone_cellars,En Garde 2013 Greenville Summit Cabernet Sauvignon (Livermore Valley),Cabernet Sauvignon,En Garde
Italy,crisp quench open aromas white spring flower ripe orchard fruit whiff cake spice fresh silky palate doles ripe apple pear citrus zest alongside elegant perlage bright acidity lift juicy fruit flavor savory incredibly easy drink ,Extra Brut Metodo Classico,90,49.0,Piedmont,Alta Langa,,Kerin O’Keefe,@kerinokeefe,Fontanafredda 2011 Extra Brut Metodo Classico Sparkling (Alta Langa),Sparkling Blend,Fontanafredda
Italy,toast bread crust citrus blossom honey balsamic note aromas youll find wine blend chardonnay pinot bianco pinot nero palate offer golden delicious apple nectarine hazelnut dry herb alongside firm persistent bubble ,Freccianera Brut Vintage Metodo Classico,90,40.0,Lombardy,Franciacorta,,Kerin O’Keefe,@kerinokeefe,Fratelli Berlucchi 2011 Freccianera Brut Vintage Metodo Classico Sparkling (Franciacorta),Sparkling Blend,Fratelli Berlucchi
France,driest wine alreadydry range champagnes dosage crisp tight mineral high proportion pinot meunier blend bring flavor white fruit crisp texture bottle still young better 2017 ,Extra Brut,90,60.0,Champagne,Champagne,,Roger Voss,@vossroger,Billecart-Salmon NV Extra Brut  (Champagne),Champagne Blend,Billecart-Salmon
France,rich wine make selection pinot noirs include grand cru vineyards textured hint tannin well yeast minerality concentrate also stylish ripe pear apricot flavor lively ripe young bottle worth age 2017 ,Blanc de Noirs Brut,90,53.0,Champagne,Champagne,,Roger Voss,@vossroger,Boizel NV Blanc de Noirs Brut Pinot Noir (Champagne),Pinot Noir,Boizel
France,take advantage recent warm vintages boizel join producers take range drier extra brut full crisp apple lemon flavor dry although acidity balance ripe fruitiness mineral aftertaste drink bottle disgorge january 2016 2018 ,Ultime Extra Brut,90,63.0,Champagne,Champagne,,Roger Voss,@vossroger,Boizel NV Ultime Extra Brut  (Champagne),Champagne Blend,Boizel
US,proprietary red combine equal portion cabernet franc petite sirah smaller amount cabernet sauvignon zinfandel altogether form soft spicy wave fullbodied flavor show characteristics leather black pepper cleave tannins intrusive lengthy ,XXXIV Proprietary,90,48.0,California,Calistoga,Napa,Virginie Boone,@vboone,Vermeil 2013 XXXIV Proprietary Red (Calistoga),Cabernet Blend,Vermeil
France,fruity spicy finely work wine structure concentrate develop well give solid wine tannins well blackberry fruit drink sébastian nicolas carreau wine 2019 ,Amiral,90,27.0,Bordeaux,Blaye Côtes de Bordeaux,,Roger Voss,@vossroger,Vignobles Carreau Selection 2014 Amiral  (Blaye Côtes de Bordeaux),Bordeaux-style Red Blend,Vignobles Carreau Selection
US,appellation blend nicely complex bottle nose offer toast almonds lemon twist lime pith brown butter light pineapple slightest touch dairy sip start slightly sour frame sizzle acidity savory salty character convey flavor lime peel wet slate enough melt butter finish ,,90,30.0,California,Santa Ynez Valley,Central Coast,Matt Kettmann,@mattkettmann,Westerly 2014 Chardonnay (Santa Ynez Valley),Chardonnay,Westerly
US,strawberries red currants root beer come first cherry soda bring rear forward fresh fruity wine drink well right consume 2019 ,Elton,90,55.0,Oregon,Eola-Amity Hills,Willamette Valley,Paul Gregutt,@paulgwine ,Willamette Valley Vineyards 2013 Elton Pinot Noir (Eola-Amity Hills),Pinot Noir,Willamette Valley Vineyards
Portugal,blend chardonnay arinto woodaged wine rich pack toast fruit flavor vanilla apple citrus acidity generously pull together mineral texture ripe structure wine best 2017 ,Reserva Branco,90,15.0,Tejo,,,Roger Voss,@vossroger,Casal da Coelheira 2015 Reserva Branco White (Tejo),Portuguese White,Casal da Coelheira
France,producer base small côte de sézanne produce bright zesty crisp style blanc de blancs emphasize fruitiness lively light touch chalky minerality full ripe fruity ready drink ,Blanc de Blancs Brut,90,65.0,Champagne,Champagne,,Roger Voss,@vossroger,Le Brun de Neuville NV Blanc de Blancs Brut Chardonnay (Champagne),Chardonnay,Le Brun de Neuville
Portugal,produce field blend douro varieties foot tread open granite fermenters wine excellent future also delicious juicy black fruit could drink soon ideally though keep ripe sweet wine 2026 ,Vintage,90,60.0,Port,,,Roger Voss,@vossroger,Quinta das Carvalhas 2013 Vintage  (Port),Port,Quinta das Carvalhas
Australia,pepper cloves accent cherryberry fruit nose singlevineyard wine palate full body deep silky texture long spiceinflected finish ,The Derelict Vineyard,90,29.0,South Australia,McLaren Vale,,Joe Czerwinski,@JoeCz,D'Arenberg 2010 The Derelict Vineyard Grenache (McLaren Vale),Grenache,D'Arenberg
France,crisp balance style producer nonvintage champagne light poise elegant satisfyingly mature good acidity minerality lively perfume ready drink ,Brut Réserve,90,50.0,Champagne,Champagne,,Roger Voss,@vossroger,Billecart-Salmon NV Brut Réserve  (Champagne),Champagne Blend,Billecart-Salmon
Portugal,delaforce longestablished brand first appear us 1930s though come european market 1878 wine sweet fascinate old wood character age tawny toffee spice dry fruit give wide range flavor wine ripe balance ready drink ,Curious & Ancient 20 Years,90,60.0,Port,,,Roger Voss,@vossroger,Delaforce NV Curious & Ancient 20 Years  (Port),Port,Delaforce
US,chocolatey sexy wine taste cherries sandalwood strong dark chocolate note hint pine needle come bouquet although already drink well surely improve years bottle age ,West Hill,92,66.0,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,@paulgwine ,Shea 2014 West Hill Pinot Noir (Willamette Valley),Pinot Noir,Shea
France,ripe wine full minerality rich white yellow fruit still young deliciously creamy bright show great potential age something serious drink 2020 ,Preuses Grand Cru,92,80.0,Burgundy,Chablis,,Roger Voss,@vossroger,Simonnet-Febvre 2014 Preuses Grand Cru  (Chablis),Chardonnay,Simonnet-Febvre
France,normally cool premier cru do particularly well 2015 vintage bottle ripe full white fruit keep strong line fine tight acidity ready drink soon wait 2018 ,Côte de Lechet Premier Cru,92,35.0,Burgundy,Chablis,,Roger Voss,@vossroger,Simonnet-Febvre 2015 Côte de Lechet Premier Cru  (Chablis),Chardonnay,Simonnet-Febvre
US,bright red fruit like raspberries cherries light aromas flavor deeply color nicely concentrate velvettextured wine great fruit well fill mouth flavor hang long finish ,Estate Grown,92,58.0,California,El Dorado,Sierra Foothills,Jim Gordon,@gordone_cellars,Skinner 2014 Estate Grown Mourvèdre (El Dorado),Mourvèdre,Skinner
Italy,forest floor scorch earth darkskinned fruit menthol grind cleave aromas come together glass structure palate youthfully assertive closegrained tannins support wild cherry black pepper licorice espresso still austere need unwind show true potential drink 2020–2031 ,Fatica Contadina,92,35.0,Southern Italy,Taurasi,,Kerin O’Keefe,@kerinokeefe,Terredora 2011 Fatica Contadina  (Taurasi),Aglianico,Terredora
Portugal,one top win producer blend least 10 grape varieties come estate wood age add sophistication already concentrate wine black fruit fore firm tannins age well drink 2019 ,Confidencial Reserva,92,26.0,Lisboa,,,Roger Voss,@vossroger,Casa Santos Lima 2014 Confidencial Reserva Red (Lisboa),Portuguese Red,Casa Santos Lima
US,bake black plum dark strawberry bake spice show wellintegrated elegant nose bottle new zealandraised winemaker fintan du fresne chalky mouthfeel carry forth flavor bright boysenberry fruit loam brown spice elements sure gather power extend bottle age ,Califa,92,60.0,California,Edna Valley,Central Coast,Matt Kettmann,@mattkettmann,Chamisal Vineyards 2014 Califa Pinot Noir (Edna Valley),Pinot Noir,Chamisal Vineyards
US,winemaker bruno corneaux keep tight grip alcohol level without sacrifice ripen flavor balance aromatically compel wine jump scent sea breeze toast nut butter popcorn flavor follow apples vanilla toast come fullbodied linger finish theres ample length tension age gracefully another decade ,,92,50.0,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,@paulgwine ,Domaine Divio 2015 Chardonnay (Willamette Valley),Chardonnay,Domaine Divio
US,vineyard thats actually west already coastal sta rita hill wine offer round red fruit strawberry plum even watermelon nose along cinnamon graphite touch palate combine cherries hibiscus rise petals tangy cranberry sail herbal touch dry mint flavor carry deep finish ,Duvarita Vineyard,92,60.0,California,Santa Barbara County,Central Coast,Matt Kettmann,@mattkettmann,Dragonette 2014 Duvarita Vineyard Pinot Noir (Santa Barbara County),Pinot Noir,Dragonette
US,theres slight bite pleasant funk nose appellation blend well graphite sour cherry soy shiitake mushroom aromas palate wind around tight acidity wild raspberry flavor lift incense pine forest elements ,,92,45.0,California,Sta. Rita Hills,Central Coast,Matt Kettmann,@mattkettmann,Dragonette 2014 Pinot Noir (Sta. Rita Hills),Pinot Noir,Dragonette
US,wine blend fruit bacchus phinny hill loess vineyards brood aromas black cherry herb barrel spice follow pitchblack blackberry game flavor back tightly coil tannins come bite richer norm winery still deliver goods best 2022 ,Reserve,92,95.0,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Gramercy 2013 Reserve Cabernet Sauvignon (Columbia Valley (WA)),Cabernet Sauvignon,Gramercy
France,approach peak vintage blend balance three primary champagne grapes equal proportion ripe yet still crisp attractive hint toast full rich creamy background fullbodied beautiful ready drink ,Instantanée Extra Brut,92,55.0,Champagne,Champagne,,Roger Voss,@vossroger,Huré Frères 2008 Instantanée Extra Brut  (Champagne),Champagne Blend,Huré Frères
US,juicy wine feel substantial concentrate palate blueberry blackberry fruit get grip detail thread coffee ground smoke finish hint metallic earth balance highlight gently apply ,Lumière Unfiltered,92,39.0,Oregon,Eola-Amity Hills,Willamette Valley,Paul Gregutt,@paulgwine ,J. Christopher 2014 Lumière Unfiltered Pinot Noir (Eola-Amity Hills),Pinot Noir,J. Christopher
US,fullbodied quite ripe red classical edge grip pencil lead black currant dense blackberry fruit despite heft youthful tannins show promise age backbone structure subtle grace enjoy best 2023 2028 ,Platinum Collection,92,75.0,California,Dry Creek Valley,Sonoma,Virginie Boone,@vboone,Michel-Schlumberger 2013 Platinum Collection Cabernet Sauvignon (Dry Creek Valley),Cabernet Sauvignon,Michel-Schlumberger
Italy,make entirely old nerello mascalese vines 80 100yearsold aromas blue flower ripe berry exotic spice whiff french oak elegant linear palate deliver red cherry raspberry chop herb star anise alongside finegrained tannins vibrant acidity mineral note close finish drink 2018–2025 ,Vigna Barbagalli Pre-Phylloxera Rosso,92,100.0,Sicily & Sardinia,Etna,,Kerin O’Keefe,@kerinokeefe,Pietradolce 2013 Vigna Barbagalli Pre-Phylloxera Rosso  (Etna),Nerello Mascalese,Pietradolce
France,pure chardonnay grand cru village oger wine creamy ripe also chalky mineral mouthfeel keep crisp tight grapefruit white stone fruit flavor fruity textured let age months drink 2018 ,Blanc de Blancs Brut,92,48.0,Champagne,Champagne,,Roger Voss,@vossroger,José Dhondt NV Blanc de Blancs Brut Chardonnay (Champagne),Chardonnay,José Dhondt
US,bottle exhibit classic aromas expect nebbiolo tar rise dry cherry sandalwood cola palate offer much dry mulberry rooibos tea touch acidity strong tannins polish still structural drink now–2023 ,Thérèse Vineyards Dos Niñas Vineyard,92,35.0,California,Santa Clara Valley,Central Coast,Matt Kettmann,@mattkettmann,Martin Ranch 2010 Thérèse Vineyards Dos Niñas Vineyard Nebbiolo (Santa Clara Valley),Nebbiolo,Martin Ranch
US,cinnamon red hots depth forest pine greet nose compel mediumbodied wine wholly exotic approach asian spice nutty character form flavor texture amidst light delicate ripen fruit tannin ,Roberts Road,92,45.0,California,Sonoma Coast,Sonoma,Virginie Boone,@vboone,Neyers 2015 Roberts Road Pinot Noir (Sonoma Coast),Pinot Noir,Neyers
US,black licorice compost add life breadth roundly tannic richly layer wine huckleberry dark cherry give welcome fruitiness thats ripe lush vanilla cardamom complement fruit ,Dry Farmed Estate,92,80.0,California,Sonoma Coast,Sonoma,Virginie Boone,@vboone,Nicholson Ranch 2014 Dry Farmed Estate Pinot Noir (Sonoma Coast),Pinot Noir,Nicholson Ranch
US,blend 70 syrah 25 grenache 5 mourvèdre beautiful shade purple glass offer aromas black plum milk chocolate mouthfeel silky zesty acidity rise blueberry boysenberry flavor toward caramellayered finish ,Square Root Heart Hill Vineyard Estate Grown,92,50.0,California,Paso Robles Willow Creek District,Central Coast,Matt Kettmann,@mattkettmann,Niner 2013 Square Root Heart Hill Vineyard Estate Grown Red (Paso Robles Willow Creek District),Rhône-style Red Blend,Niner
US,impose extremely ripe taste wine inky dark color aromas ripe black cherries flavor cassis espresso bitter chocolate firm tannic texture support opulence make half petite sirah half syrah noholdsbarred feast fruit power ,Black Tie Charlie,92,27.0,California,California,California Other,Jim Gordon,@gordone_cellars,Prospect 772 2014 Black Tie Charlie Red (California),Red Blend,Prospect 772
US,lavishly densely ripe fruity big juicy wine everything spade nearly black color jammy dessertlike aromas saturate blackberry black fig flavor full opulent body richly tannic texture sure pack lot power sip ,The Brawler,92,39.0,California,Calaveras County,Sierra Foothills,Jim Gordon,@gordone_cellars,Prospect 772 2014 The Brawler Syrah (Calaveras County),Syrah,Prospect 772
